commentlabeling_id,labeller_id,rater_id,documentevaluation_id,document_id,start,end,answer,rejected,is_test?,is_gold?,is_finished?,is_ok?
27136,10508,10409,13001063,6900157,2014-09-25 13:26:08.888976,2014-09-25 13:26:57.114440,53,1,0,0,1,0
27137,10508,9600,9233768,2569368,2014-09-25 13:29:10.261159,2014-09-25 13:29:57.253346,61,1,0,0,1,0
27138,10508,10853,7520745,2207764,2014-09-25 13:25:36.408003,2014-09-25 13:26:08.245344,"11,23",1,0,0,1,0
27139,10508,?,24518137,5325978,2014-09-25 13:27:43.567748,2014-09-25 13:27:57.978024,42,1,0,1,1,0
6163,10509,10509,10787889,2214908,2014-08-18 10:49:06.895155,2014-08-18 10:51:31.505853,"45,53",0,0,0,1,1
6164,10509,10509,24309641,2547264,2014-08-18 10:49:06.897081,2014-08-18 11:03:14.283281,"45,52,62,63",0,0,0,1,1
6165,10509,10370,14780287,2201796,2014-08-18 10:49:06.898469,2014-08-18 10:55:00.376370,"22,23,62",0,0,0,1,1
6166,10509,10372,8497757,2910918,2014-08-18 10:49:06.899821,2014-08-18 10:59:42.392756,"42,44,51,53",0,0,0,1,1
6167,10509,9805,8758338,6673200,2014-08-18 10:49:06.901403,2014-08-18 10:53:38.917891,62,0,0,0,1,1
6168,10509,10509,23824041,2207583,2014-08-18 10:49:06.902746,2014-08-18 11:04:35.352097,"33,34,11",0,0,0,1,1
6169,10509,10505,8024667,2547264,2014-08-18 10:49:06.904126,2014-08-18 10:57:40.135722,"34,44,45,51",0,0,0,1,1
6170,10509,10505,17620632,2547239,2014-08-18 10:49:06.905588,2014-08-18 11:00:50.819749,45,0,0,0,1,1
6171,10509,9805,19055091,2201876,2014-08-18 10:49:06.906876,2014-08-18 10:58:47.536088,"23,62",0,0,0,1,1
6172,10509,?,24518157,5325978,2014-08-18 10:49:06.911331,2014-08-18 10:52:39.448772,"43,53",0,0,1,1,0
6313,10509,10370,23072740,6429762,2014-08-18 11:05:05.444363,2014-08-18 11:12:53.159862,"42,45",1,0,0,1,0
6314,10509,10509,23238693,2207512,2014-08-18 11:05:05.446153,2014-08-18 11:07:54.595013,"31,44,45",1,0,0,1,0
6315,10509,9805,22209064,2213903,2014-08-18 11:05:05.447423,2014-08-18 11:12:19.051861,"61,63",1,0,0,1,0
6316,10509,9805,22209066,2213915,2014-08-18 11:05:05.448690,2014-08-18 11:07:11.575864,"11,62",1,0,0,1,0
6317,10509,10509,22209067,2213918,2014-08-18 11:05:05.449959,2014-08-18 11:05:58.636817,00,1,0,0,1,0
6318,10509,9805,23077423,6900254,2014-08-18 11:05:05.451249,2014-08-18 11:13:26.317448,53,1,0,0,1,0
6319,10509,10505,14164534,2547253,2014-08-18 11:05:05.452519,2014-08-18 11:11:20.418716,"22,62,63",1,0,0,1,0
6320,10509,10505,11059767,7040534,2014-08-18 11:05:05.453787,2014-08-18 11:10:20.246059,62,1,0,0,1,0
6321,10509,10505,11420217,2207843,2014-08-18 11:05:05.455121,2014-08-18 11:09:02.647195,00,1,0,0,1,0
6322,10509,?,24518137,5325978,2014-08-18 11:05:05.459788,2014-08-18 11:09:20.526041,45,1,0,1,1,0
6183,10510,10484,6336644,6429632,2014-08-18 10:50:12.086062,2014-08-18 10:53:19.619233,"51,34,65",1,0,0,1,0
6184,10510,10510,4065909,2207409,2014-08-18 10:50:12.087929,2014-08-18 10:52:38.020509,"51,53,64",1,0,0,1,0
6185,10510,9805,17203706,6704086,2014-08-18 10:50:12.089337,2014-08-18 10:53:47.138821,"44,45",1,0,0,1,0
6186,10510,9805,17203707,2394,2014-08-18 10:50:12.090726,2014-08-18 10:52:15.037288,"51,31",1,0,0,1,0
6187,10510,9805,14377470,2198836,2014-08-18 10:50:12.092099,2014-08-18 10:54:38.314829,53,1,0,0,1,0
6188,10510,10505,22998366,2196393,2014-08-18 10:50:12.093412,2014-08-18 10:54:28.565148,31,1,0,0,1,0
6189,10510,9805,22307332,6703773,2014-08-18 10:50:12.094783,2014-08-18 10:51:13.936346,23,1,0,0,1,0
6190,10510,8230,10590061,7026729,2014-08-18 10:50:12.096113,2014-08-18 10:54:05.406709,63,1,0,0,1,0
6191,10510,9805,12337674,2197374,2014-08-18 10:50:12.097420,2014-08-18 10:51:42.011908,"31,32,43",1,0,0,1,0
6192,10510,?,24518148,5325978,2014-08-18 10:50:12.101896,2014-08-18 10:52:56.348390,"53,31,32,33",1,0,1,1,0
6213,10511,10509,23824041,2207583,2014-08-18 10:56:25.291460,2014-08-18 11:07:24.056172,33,0,0,0,1,1
6214,10511,9805,3739733,2196416,2014-08-18 10:56:25.293292,2014-08-18 11:08:08.034087,"33,34",0,0,0,1,1
6215,10511,9805,10412558,6994411,2014-08-18 10:56:25.294661,2014-08-18 11:03:44.823399,"62,35",0,0,0,1,1
6216,10511,9805,23392344,2201163,2014-08-18 10:56:25.296012,2014-08-18 11:06:03.969708,"45,23",0,0,0,1,1
6217,10511,9805,5169683,2201360,2014-08-18 10:56:25.297321,2014-08-18 10:59:24.657290,"62,53",0,0,0,1,1
6218,10511,9805,21684756,2207447,2014-08-18 10:56:25.298637,2014-08-18 11:04:29.076017,"41,44,23",0,0,0,1,1
6219,10511,10511,18888110,6993847,2014-08-18 10:56:25.299966,2014-08-18 11:06:42.349689,"63,32",0,0,0,1,1
6220,10511,9805,24120068,2207369,2014-08-18 10:56:25.301286,2014-08-18 11:05:16.814974,53,0,0,0,1,1
6221,10511,9874,18205445,6429661,2014-08-18 10:56:25.302571,2014-08-18 11:01:31.438170,"62,45",0,0,0,1,1
6222,10511,?,24518157,5325978,2014-08-18 10:56:25.306970,2014-08-18 11:00:17.224611,"62,43",0,0,1,1,0
6223,10512,10507,13077755,2207612,2014-08-18 10:56:42.726146,2014-08-18 10:59:27.669043,"51,53,61",0,0,0,1,1
6224,10512,5578,5977993,2546795,2014-08-18 10:56:42.728005,2014-08-18 10:58:37.880563,"43,51,62,22",0,0,0,1,1
6225,10512,9805,10412558,6994411,2014-08-18 10:56:42.729405,2014-08-18 10:59:43.859920,"44,51,53",0,0,0,1,1
6226,10512,9805,23392344,2201163,2014-08-18 10:56:42.730740,2014-08-18 11:01:05.666689,22,0,0,0,1,1
6227,10512,9805,5169683,2201360,2014-08-18 10:56:42.732050,2014-08-18 10:59:07.060617,"51,53,65",0,0,0,1,1
6228,10512,9805,21684756,2207447,2014-08-18 10:56:42.733364,2014-08-18 11:00:28.489119,41,0,0,0,1,1
6229,10512,9805,24120068,2207369,2014-08-18 10:56:42.734635,2014-08-18 11:01:27.997400,"53,65",0,0,0,1,1
6230,10512,9816,24111877,2213317,2014-08-18 10:56:42.735882,2014-08-18 11:00:10.120309,"44,45",0,0,0,1,1
6231,10512,9805,10515888,2547268,2014-08-18 10:56:42.737211,2014-08-18 11:00:48.543598,"43,64",0,0,0,1,1
6232,10512,?,24518142,5325978,2014-08-18 10:56:42.741772,2014-08-18 11:00:20.401525,31,0,0,1,1,0
6273,10513,10513,22594318,855456,2014-08-18 11:02:26.004621,2014-08-18 11:12:48.510683,"53,32",0,0,0,1,1
6274,10513,10513,16284314,2547302,2014-08-18 11:02:26.006620,2014-08-18 11:05:22.310215,00,0,0,0,1,1
6275,10513,9805,8542296,6704109,2014-08-18 11:02:26.008042,2014-08-18 11:11:59.572175,62,0,0,0,1,1
6276,10513,9805,19094710,855349,2014-08-18 11:02:26.009407,2014-08-18 11:08:27.219242,00,0,0,0,1,1
6277,10513,10513,23951844,2547302,2014-08-18 11:02:26.010762,2014-08-18 11:12:07.987618,00,0,0,0,1,1
6278,10513,10513,14201460,2547166,2014-08-18 11:02:26.012109,2014-08-18 11:07:28.660764,00,0,0,0,1,1
6279,10513,9805,4304987,2196824,2014-08-18 11:02:26.013487,2014-08-18 11:08:18.024773,"44,45,52",0,0,0,1,1
6280,10513,9805,18072101,2198178,2014-08-18 11:02:26.014824,2014-08-18 11:09:50.194195,"53,31,34",0,0,0,1,1
6281,10513,9805,24068646,2201339,2014-08-18 11:02:26.016123,2014-08-18 11:10:42.935907,23,0,0,0,1,1
6282,10513,?,24518149,5325978,2014-08-18 11:02:26.020531,2014-08-18 11:11:06.263453,34,0,0,1,1,0
6373,10513,9805,16827902,6487896,2014-08-18 11:13:00.125763,2014-08-18 11:14:17.025331,44,1,0,0,1,0
6374,10513,10513,9997062,6487882,2014-08-18 11:13:00.127863,2014-08-18 11:18:09.879108,22,1,0,0,1,0
6375,10513,9805,22509325,2546694,2014-08-18 11:13:00.129319,2014-08-18 11:13:38.104102,"53,62",1,0,0,1,0
6376,10513,10513,21586487,2547302,2014-08-18 11:13:00.130762,2014-08-18 11:15:45.092856,32,1,0,0,1,0
6377,10513,9805,19178041,6900122,2014-08-18 11:13:00.132151,2014-08-18 11:19:05.408999,34,1,0,0,1,0
6378,10513,9805,3072576,2213184,2014-08-18 11:13:00.133656,2014-08-18 11:16:53.117766,"44,53,35",1,0,0,1,0
6379,10513,9805,15663682,2644,2014-08-18 11:13:00.135066,2014-08-18 11:17:32.053419,00,1,0,0,1,0
6380,10513,10513,14682891,2207545,2014-08-18 11:13:00.136443,2014-08-18 11:15:07.918588,34,1,0,0,1,0
6381,10513,10513,22594998,2207447,2014-08-18 11:13:00.137782,2014-08-18 11:17:10.909578,"45,31",1,0,0,1,0
6382,10513,?,24518134,5325978,2014-08-18 11:13:00.142272,2014-08-18 11:16:09.363964,65,1,0,1,1,0
26210,10513,10409,5935437,6429807,2014-09-10 15:45:21.194644,2014-09-10 15:45:53.153712,62,0,0,0,1,1
26211,10513,10752,8496532,6429689,2014-09-10 15:44:47.299860,2014-09-10 15:45:20.972145,45,0,0,0,1,1
26212,10513,10108,4309393,2196826,2014-09-10 15:50:47.772162,2014-09-10 15:51:24.106167,"64,31,32",0,0,0,1,1
26213,10513,10409,4604321,2197346,2014-09-10 15:46:30.675441,2014-09-10 15:47:19.286342,"42,34,22",0,0,0,1,1
26214,10513,10409,9642410,2547392,2014-09-10 15:45:53.423669,2014-09-10 15:46:30.425730,"42,61",0,0,0,1,1
26215,10513,10409,7537069,2569382,2014-09-10 15:49:02.927596,2014-09-10 15:50:15.179640,00,0,0,0,1,1
26216,10513,10890,9675196,2569389,2014-09-10 15:48:36.523415,2014-09-10 15:49:02.703322,"62,31",0,0,0,1,1
26217,10513,10890,4178365,2197348,2014-09-10 15:43:33.462403,2014-09-10 15:44:47.077009,34,0,0,0,1,1
26218,10513,10890,4219330,2196518,2014-09-10 15:47:19.509188,2014-09-10 15:48:36.296459,"43,44,51,34",0,0,0,1,1
26219,10513,?,24518147,5325978,2014-09-10 15:50:15.403325,2014-09-10 15:50:47.547143,"11,33",0,0,1,1,0
6283,10514,9805,22113019,2201492,2014-08-18 11:03:42.359900,2014-08-18 11:18:55.450739,61,0,0,0,1,1
6284,10514,9805,19094710,855349,2014-08-18 11:03:42.361784,2014-08-18 11:13:20.431878,53,0,0,0,1,1
6285,10514,10513,23951844,2547302,2014-08-18 11:03:42.363106,2014-08-18 11:21:26.031220,00,0,0,0,1,1
6286,10514,9805,22209064,2213903,2014-08-18 11:03:42.364428,2014-08-18 11:22:04.116302,61,0,0,0,1,1
6287,10514,9805,22209066,2213915,2014-08-18 11:03:42.365730,2014-08-18 11:20:25.574917,"11,53",0,0,0,1,1
6288,10514,9805,21586475,2547309,2014-08-18 11:03:42.367060,2014-08-18 11:20:52.515117,22,0,0,0,1,1
6289,10514,9805,23077423,6900254,2014-08-18 11:03:42.368418,2014-08-18 11:21:38.649366,11,0,0,0,1,1
6290,10514,10505,4066237,2207726,2014-08-18 11:03:42.369787,2014-08-18 11:22:41.286587,64,0,0,0,1,1
6291,10514,10505,14164534,2547253,2014-08-18 11:03:42.371137,2014-08-18 11:13:50.445532,22,0,0,0,1,1
6292,10514,?,24518175,5325978,2014-08-18 11:03:42.375654,2014-08-18 11:22:20.590626,63,0,0,1,1,0
6493,10514,10514,21072316,6900574,2014-08-18 11:22:50.072981,2014-08-18 11:26:06.199595,"45,33",0,0,0,1,1
6494,10514,10513,14682891,2207545,2014-08-18 11:22:50.075383,2014-08-18 11:24:31.633454,"32,53",0,0,0,1,1
6495,10514,9805,4441621,2197165,2014-08-18 11:22:50.076787,2014-08-18 11:26:15.022830,63,0,0,0,1,1
6496,10514,9805,16056919,6673585,2014-08-18 11:22:50.078142,2014-08-18 11:26:50.143920,11,0,0,0,1,1
6497,10514,10514,22894111,2547104,2014-08-18 11:22:50.079560,2014-08-18 11:23:08.704424,21,0,0,0,1,1
6498,10514,9805,22970971,2196540,2014-08-18 11:22:50.082047,2014-08-18 11:25:25.162308,"45,53",0,0,0,1,1
6499,10514,10514,13402716,6900053,2014-08-18 11:22:50.084411,2014-08-18 11:26:41.840354,53,0,0,0,1,1
6500,10514,9805,17556922,2198688,2014-08-18 11:22:50.086752,2014-08-18 11:27:13.028674,32,0,0,0,1,1
6501,10514,10514,4213520,2197909,2014-08-18 11:22:50.088514,2014-08-18 11:24:59.509115,"45,53",0,0,0,1,1
6502,10514,?,24518144,5325978,2014-08-18 11:22:50.094207,2014-08-18 11:27:00.003812,"31,32",0,0,1,1,0
21186,10514,10369,22543028,6429969,2014-09-05 15:00:43.439684,2014-09-05 15:01:12.620073,"11,43",0,0,0,1,1
21187,10514,10767,23459806,2201629,2014-09-05 14:57:42.389542,2014-09-05 14:58:42.351443,"32,34",0,0,0,1,1
21188,10514,9402,17185669,2547331,2014-09-05 14:54:49.358898,2014-09-05 14:56:03.667231,"63,64,31,34",0,0,0,1,1
21189,10514,9544,19752232,2196470,2014-09-05 14:52:29.831455,2014-09-05 14:53:54.897382,"32,33,34",0,0,0,1,1
21190,10514,9402,17433899,2547267,2014-09-05 14:59:51.152370,2014-09-05 15:00:10.466345,"64,32",0,0,0,1,1
21191,10514,10544,5899570,6429669,2014-09-05 14:56:04.090236,2014-09-05 14:57:30.778315,00,0,0,0,1,1
21192,10514,10022,22963507,2546753,2014-09-05 14:53:55.101973,2014-09-05 14:54:49.061461,"64,32",0,0,0,1,1
21193,10514,10544,16377150,6939308,2014-09-05 15:00:11.066826,2014-09-05 15:00:42.851089,"64,45",0,0,0,1,1
21194,10514,10442,12870996,2213437,2014-09-05 14:58:42.959183,2014-09-05 14:59:50.728214,"41,23,53",0,0,0,1,1
21195,10514,?,24518178,5325978,2014-09-05 14:57:31.264022,2014-09-05 14:57:41.861219,64,0,0,1,1,0
6333,10516,10513,23951844,2547302,2014-08-18 11:07:50.337930,2014-08-18 11:17:13.434842,00,0,0,0,1,1
6334,10516,9805,22209064,2213903,2014-08-18 11:07:50.339951,2014-08-18 11:15:54.672087,"34,11",0,0,0,1,1
6335,10516,9805,11840689,6703774,2014-08-18 11:07:50.341377,2014-08-18 11:13:09.824472,"34,44,63",0,0,0,1,1
6336,10516,9805,21586475,2547309,2014-08-18 11:07:50.342731,2014-08-18 11:20:27.081477,23,0,0,0,1,1
6337,10516,9805,23077423,6900254,2014-08-18 11:07:50.344081,2014-08-18 11:19:25.146587,11,0,0,0,1,1
6338,10516,10505,4066237,2207726,2014-08-18 11:07:50.345509,2014-08-18 11:17:39.074142,"53,61",0,0,0,1,1
6339,10516,10505,14164534,2547253,2014-08-18 11:07:50.346861,2014-08-18 11:18:28.114826,"61,22",0,0,0,1,1
6340,10516,10513,21586487,2547302,2014-08-18 11:07:50.348404,2014-08-18 11:14:19.453862,"11,61",0,0,0,1,1
6341,10516,9805,19178041,6900122,2014-08-18 11:07:50.349676,2014-08-18 11:14:53.512469,61,0,0,0,1,1
6342,10516,?,24518133,5325978,2014-08-18 11:07:50.354243,2014-08-18 11:20:36.974607,00,0,0,1,1,0
6463,10516,9805,23146161,6630076,2014-08-18 11:20:48.125201,2014-08-18 11:24:50.565258,62,0,0,0,1,1
6464,10516,10513,14682891,2207545,2014-08-18 11:20:48.127047,2014-08-18 11:26:05.742079,"45,61",0,0,0,1,1
6465,10516,9805,22283702,6956589,2014-08-18 11:20:48.128320,2014-08-18 11:22:13.008505,"33,62",0,0,0,1,1
6466,10516,9805,4441621,2197165,2014-08-18 11:20:48.129602,2014-08-18 11:25:35.373164,61,0,0,0,1,1
6467,10516,10516,19512923,2201325,2014-08-18 11:20:48.130870,2014-08-18 11:23:11.954146,61,0,0,0,1,1
6468,10516,9805,16056919,6673585,2014-08-18 11:20:48.132150,2014-08-18 11:23:43.073046,"11,62",0,0,0,1,1
6469,10516,10516,4194051,2546668,2014-08-18 11:20:48.133484,2014-08-18 11:21:38.744447,00,0,0,0,1,1
6470,10516,9805,22970971,2196540,2014-08-18 11:20:48.134763,2014-08-18 11:24:39.064139,"31,44,45",0,0,0,1,1
6471,10516,10514,13402716,6900053,2014-08-18 11:20:48.135995,2014-08-18 11:25:15.147361,"62,65",0,0,0,1,1
6472,10516,?,24518161,5325978,2014-08-18 11:20:48.140412,2014-08-18 11:22:38.300514,"33,45",0,0,1,1,0
6573,10516,10516,14397262,2198835,2014-08-18 11:26:16.220990,2014-08-18 11:27:40.360902,"31,32",0,0,0,1,1
6574,10516,10513,9997062,6487882,2014-08-18 11:26:16.222812,2014-08-18 11:29:53.125817,22,0,0,0,1,1
6575,10516,10516,4234423,2546668,2014-08-18 11:26:16.224217,2014-08-18 11:27:01.245194,32,0,0,0,1,1
6576,10516,9805,10412645,6994411,2014-08-18 11:26:16.225583,2014-08-18 11:29:29.367947,53,0,0,0,1,1
6577,10516,10516,4350566,2197570,2014-08-18 11:26:16.226882,2014-08-18 11:30:50.728326,53,0,0,0,1,1
6578,10516,10369,21701224,2239,2014-08-18 11:26:16.228201,2014-08-18 11:31:20.310744,"32,33",0,0,0,1,1
6579,10516,9805,14721641,2207350,2014-08-18 11:26:16.229514,2014-08-18 11:30:10.238578,"11,23",0,0,0,1,1
6580,10516,10516,5980779,6429837,2014-08-18 11:26:16.230815,2014-08-18 11:29:43.814222,"62,21",0,0,0,1,1
6581,10516,10516,22135406,6703782,2014-08-18 11:26:16.232127,2014-08-18 11:28:20.092725,22,0,0,0,1,1
6582,10516,?,24518162,5325978,2014-08-18 11:26:16.236654,2014-08-18 11:30:18.457555,45,0,0,1,1,0
6743,10516,10516,19575132,2207775,2014-08-18 11:46:52.385380,2014-08-18 11:52:14.544796,"62,21,23",1,0,0,1,0
6744,10516,9805,12133013,2207386,2014-08-18 11:46:52.387184,2014-08-18 11:49:06.708707,53,1,0,0,1,0
6745,10516,10241,23646993,2198366,2014-08-18 11:46:52.388504,2014-08-18 11:51:33.912424,00,1,0,0,1,0
6746,10516,10516,20695834,6430012,2014-08-18 11:46:52.389780,2014-08-18 11:50:35.334127,53,1,0,0,1,0
6747,10516,9890,20382370,2213305,2014-08-18 11:46:52.391050,2014-08-18 11:49:45.775650,11,1,0,0,1,0
6748,10516,10516,23798443,2198166,2014-08-18 11:46:52.392391,2014-08-18 11:51:18.090338,"32,53",1,0,0,1,0
6749,10516,9725,24195186,2910918,2014-08-18 11:46:52.393542,2014-08-18 11:50:45.717621,"45,53",1,0,0,1,0
6750,10516,10516,23143086,2207611,2014-08-18 11:46:52.394867,2014-08-18 11:50:13.049665,"32,65",1,0,0,1,0
6751,10516,10516,8553135,6673622,2014-08-18 11:46:52.396126,2014-08-18 11:51:03.043805,62,1,0,0,1,0
6752,10516,?,24518138,5325978,2014-08-18 11:46:52.400978,2014-08-18 11:48:08.395648,65,1,0,1,1,0
6383,10517,9533,5681868,2198842,2014-08-18 11:13:28.300218,2014-08-18 11:19:06.192456,"45,53,11",0,0,0,1,1
6384,10517,4666,4067417,2207606,2014-08-18 11:13:28.302100,2014-08-18 11:28:41.448160,"45,63",0,0,0,1,1
6385,10517,9805,6522521,2911072,2014-08-18 11:13:28.303403,2014-08-18 11:15:38.921886,"51,53,62,65",0,0,0,1,1
6386,10517,10513,21586487,2547302,2014-08-18 11:13:28.304757,2014-08-18 11:31:57.010635,"34,45,63",0,0,0,1,1
6387,10517,9805,23146161,6630076,2014-08-18 11:13:28.306122,2014-08-18 11:22:01.069044,"32,63,65",0,0,0,1,1
6388,10517,9805,15663682,2644,2014-08-18 11:13:28.307465,2014-08-18 11:23:41.739906,"33,44,45",0,0,0,1,1
6389,10517,9805,9382667,2207512,2014-08-18 11:13:28.308756,2014-08-18 11:25:05.132615,"33,44,45,53",0,0,0,1,1
6390,10517,10517,15984054,2547291,2014-08-18 11:13:28.310108,2014-08-18 11:30:15.583323,"62,63",0,0,0,1,1
6391,10517,9805,10527302,2215537,2014-08-18 11:13:28.311413,2014-08-18 11:26:57.101773,"33,62",0,0,0,1,1
6392,10517,?,24518154,5325978,2014-08-18 11:13:28.315824,2014-08-18 11:25:49.399445,42,0,0,1,1,0
6423,10519,10519,22171228,6900516,2014-08-18 11:16:52.514499,2014-08-18 11:19:09.610302,"63,65,45",0,0,0,1,1
6424,10519,10519,23543782,2910961,2014-08-18 11:16:52.516436,2014-08-18 11:18:33.822175,65,0,0,0,1,1
6425,10519,9805,22635958,2199440,2014-08-18 11:16:52.517743,2014-08-18 11:19:20.599791,11,0,0,0,1,1
6426,10519,9805,10527302,2215537,2014-08-18 11:16:52.519024,2014-08-18 11:20:51.889825,"11,65",0,0,0,1,1
6427,10519,9805,11027016,2207373,2014-08-18 11:16:52.520307,2014-08-18 11:22:52.924120,"45,31",0,0,0,1,1
6428,10519,9805,6341194,6429706,2014-08-18 11:16:52.521524,2014-08-18 11:21:24.908074,"63,45",0,0,0,1,1
6429,10519,9805,13574731,2225350,2014-08-18 11:16:52.522747,2014-08-18 11:23:21.058792,"42,45,21",0,0,0,1,1
6430,10519,10519,5201387,855372,2014-08-18 11:16:52.523999,2014-08-18 11:20:36.636896,"11,64,22,31",0,0,0,1,1
6431,10519,10519,16040532,2569887,2014-08-18 11:16:52.525291,2014-08-18 11:18:14.364690,"65,44,21,23",0,0,0,1,1
6432,10519,?,24518137,5325978,2014-08-18 11:16:52.529727,2014-08-18 11:22:13.516878,"45,21",0,0,1,1,0
6533,10519,9805,9382667,2207512,2014-08-18 11:23:33.780312,2014-08-18 11:27:30.772024,"11,62",1,0,0,1,0
6534,10519,10452,4556215,2910918,2014-08-18 11:23:33.782138,2014-08-18 11:25:07.694171,34,1,0,0,1,0
6535,10519,10519,10178354,2790690,2014-08-18 11:23:33.783429,2014-08-18 11:23:55.906485,"11,53",1,0,0,1,0
6536,10519,10514,13402716,6900053,2014-08-18 11:23:33.784734,2014-08-18 11:24:11.338505,11,1,0,0,1,0
6537,10519,10519,6268346,6430011,2014-08-18 11:23:33.786075,2014-08-18 11:28:08.302091,"11,63,44,45",1,0,0,1,0
6538,10519,10514,4213520,2197909,2014-08-18 11:23:33.787358,2014-08-18 11:29:10.889087,"44,45",1,0,0,1,0
6539,10519,9805,10412645,6994411,2014-08-18 11:23:33.788619,2014-08-18 11:27:12.329977,"11,62,42",1,0,0,1,0
6540,10519,10516,4350566,2197570,2014-08-18 11:23:33.789913,2014-08-18 11:26:20.010446,"11,63",1,0,0,1,0
6541,10519,9805,7990033,2569355,2014-08-18 11:23:33.791202,2014-08-18 11:26:01.146936,"11,34",1,0,0,1,0
6542,10519,?,24518170,5325978,2014-08-18 11:23:33.795686,2014-08-18 11:25:40.147689,"62,34",1,0,1,1,0
6853,10520,9805,4175300,2196420,2014-08-18 12:00:21.801928,2014-08-18 12:07:23.072618,"43,32",0,0,0,1,1
6854,10520,10520,22069920,2201445,2014-08-18 12:00:21.811857,2014-08-18 12:05:23.641598,"53,32,35",0,0,0,1,1
6855,10520,10520,19137188,2201661,2014-08-18 12:00:21.820701,2014-08-18 12:02:29.186501,"62,63,32",0,0,0,1,1
6856,10520,10516,23798443,2198166,2014-08-18 12:00:21.829895,2014-08-18 12:05:41.639222,"53,65,32",0,0,0,1,1
6857,10520,9725,24195186,2910918,2014-08-18 12:00:21.839310,2014-08-18 12:03:31.037394,"45,53,32",0,0,0,1,1
6858,10520,10516,23143086,2207611,2014-08-18 12:00:21.848908,2014-08-18 12:05:03.537734,"44,45,65,32",0,0,0,1,1
6859,10520,10520,7584541,2547212,2014-08-18 12:00:21.857905,2014-08-18 12:04:47.578396,"45,51,32,21",0,0,0,1,1
6860,10520,10520,14721712,2207356,2014-08-18 12:00:21.867770,2014-08-18 12:07:11.179315,"53,32",0,0,0,1,1
6861,10520,10520,19948209,6777001,2014-08-18 12:00:21.877262,2014-08-18 12:06:21.914175,"63,34",0,0,0,1,1
6862,10520,?,24518145,5325978,2014-08-18 12:00:21.898171,2014-08-18 12:01:24.968677,"53,32",0,0,1,1,0
6913,10520,10520,11335057,2224891,2014-08-18 12:07:44.180398,2014-08-18 12:09:58.391368,"53,62",0,0,0,1,1
6914,10520,10510,4065909,2207409,2014-08-18 12:07:44.182350,2014-08-18 12:10:19.793499,"45,53,64",0,0,0,1,1
6915,10520,10520,12231339,2196471,2014-08-18 12:07:44.183763,2014-08-18 12:11:33.277774,32,0,0,0,1,1
6916,10520,10520,12144754,2546692,2014-08-18 12:07:44.185111,2014-08-18 12:08:35.220784,53,0,0,0,1,1
6917,10520,10516,8553135,6673622,2014-08-18 12:07:44.186459,2014-08-18 12:09:05.555887,"62,32",0,0,0,1,1
6918,10520,10520,20701875,2197680,2014-08-18 12:07:44.187836,2014-08-18 12:11:54.098090,"53,32",0,0,0,1,1
6919,10520,10520,9200308,6703910,2014-08-18 12:07:44.189262,2014-08-18 12:09:29.848915,"42,44,31",0,0,0,1,1
6920,10520,10520,20735433,2207369,2014-08-18 12:07:44.190643,2014-08-18 12:10:57.326362,"44,53,62,64",0,0,0,1,1
6921,10520,10520,20898488,2215537,2014-08-18 12:07:44.191991,2014-08-18 12:08:11.823913,"44,45,11",0,0,0,1,1
6922,10520,?,24518144,5325978,2014-08-18 12:07:44.196563,2014-08-18 12:10:39.920142,"31,32",0,0,1,1,0
6963,10520,9805,6293114,6478080,2014-08-18 12:12:18.330264,2014-08-18 12:14:50.520109,"43,32,33",0,0,0,1,1
6964,10520,10520,23372450,2207895,2014-08-18 12:12:18.332320,2014-08-18 12:14:26.598797,"53,32,34",0,0,0,1,1
6965,10520,9692,22895389,2207612,2014-08-18 12:12:18.333654,2014-08-18 12:13:27.737464,"42,44,32,21",0,0,0,1,1
6966,10520,10520,19411060,2197438,2014-08-18 12:12:18.334981,2014-08-18 12:13:02.503294,"53,32",0,0,0,1,1
6967,10520,10520,6333116,6429595,2014-08-18 12:12:18.336331,2014-08-18 12:13:49.712491,"53,32,33",0,0,0,1,1
6968,10520,10520,23675582,6900138,2014-08-18 12:12:18.337697,2014-08-18 12:14:08.989765,"43,32",0,0,0,1,1
6969,10520,10520,9233089,2213048,2014-08-18 12:12:18.339027,2014-08-18 12:12:45.341800,"51,53,63",0,0,0,1,1
6970,10520,10520,22028995,2547449,2014-08-18 12:12:18.340325,2014-08-18 12:16:44.517206,"53,62,23",0,0,0,1,1
6971,10520,10520,22528709,2207754,2014-08-18 12:12:18.341684,2014-08-18 12:16:04.438270,"53,62,32",0,0,0,1,1
6972,10520,?,24518167,5325978,2014-08-18 12:12:18.346303,2014-08-18 12:15:37.065043,"52,65",0,0,1,1,0
7073,10520,10370,23545243,2569383,2014-08-18 12:19:33.139692,2014-08-18 12:21:06.806458,"53,62,65",0,0,0,1,1
7074,10520,10520,21258953,2199208,2014-08-18 12:19:33.141353,2014-08-18 12:21:44.481686,"11,31,32",0,0,0,1,1
7075,10520,10520,17253067,2199355,2014-08-18 12:19:33.142477,2014-08-18 12:22:03.477868,"65,33",0,0,0,1,1
7076,10520,10520,22567714,2196831,2014-08-18 12:19:33.143693,2014-08-18 12:23:51.050520,"31,33",0,0,0,1,1
7077,10520,10520,24093396,2214980,2014-08-18 12:19:33.144837,2014-08-18 12:20:05.971835,"53,32,33",0,0,0,1,1
