commentlabeling_id,is_ok?,person_id,documentevaluation_id,document_id,category,credibility,label,labelcat
12458,1,10555,8726547,2459,healthy life-style,3,62,Is it verifiable?
12458,1,10555,8726547,2459,healthy life-style,3,34,Who is the author or publisher?
12457,1,10555,4737040,2544,medicine,4,11,What is it?
12456,1,10555,23770797,2201172,personal finance,3,62,Is it verifiable?
12456,1,10555,23770797,2201172,personal finance,3,32,Who is the author or publisher?
12455,1,10555,23463939,2207643,politics,5,61,Is it verifiable?
12454,1,10555,10930178,6956589,politics,3,11,What is it?
12454,1,10555,10930178,6956589,politics,3,62,Is it verifiable?
12454,1,10555,10930178,6956589,politics,3,23,Is it of commercial character?
12453,1,10555,22169600,2546767,personal finance,4,11,What is it?
12453,1,10555,22169600,2546767,personal finance,4,62,Is it verifiable?
12453,1,10555,22169600,2546767,personal finance,4,33,Who is the author or publisher?
12452,0,10555,21817338,2201339,personal finance,4,,
12451,1,10555,18352120,2546701,personal finance,5,11,What is it?
12451,1,10555,18352120,2546701,personal finance,5,62,Is it verifiable?
12450,0,?,24518178,5325978,#N/A,,64,
12449,0,10555,19802162,2225349,politics,3,,
12448,1,10555,3819565,2214262,entertainment,4,34,Who is the author or publisher?
12447,1,9715,20765703,2207754,politics,2,11,What is it?
12447,1,9715,20765703,2207754,politics,2,62,Is it verifiable?
12447,1,9715,20765703,2207754,politics,2,42,How does it look like?
12446,1,10555,11733033,2213782,entertainment,4,61,Is it verifiable?
12446,1,10555,11733033,2213782,entertainment,4,64,Is it verifiable?
12446,1,10555,11733033,2213782,entertainment,4,45,How does it look like?
12445,1,10555,22169639,2199344,personal finance,4,11,What is it?
12445,1,10555,22169639,2199344,personal finance,4,45,How does it look like?
12444,1,9651,13305888,2910918,medicine,5,34,Who is the author or publisher?
12443,1,10555,23070751,2224891,politics,3,45,How does it look like?
12443,1,10555,23070751,2224891,politics,3,32,Who is the author or publisher?
12442,1,10555,22636574,2546608,medicine,4,11,What is it?
12441,1,10555,21014553,2547421,politics,4,11,What is it?
12441,1,10555,21014553,2547421,politics,4,61,Is it verifiable?
12441,1,10555,21014553,2547421,politics,4,35,Who is the author or publisher?
12440,1,10093,21252119,2207386,politics,4,62,Is it verifiable?
12472,0,?,24518157,5325978,#N/A,,43,
12471,1,10555,13207756,6673682,politics,2,62,Is it verifiable?
12471,1,10555,13207756,6673682,politics,2,63,Is it verifiable?
12470,1,10555,10528841,2201784,healthy life-style,3,62,Is it verifiable?
12469,0,10555,8955975,6900042,entertainment,4,,
12468,1,10555,4544627,2542,medicine,5,11,What is it?
12468,1,10555,4544627,2542,medicine,5,35,Who is the author or publisher?
12467,1,10555,21882945,2197685,medicine,5,11,What is it?
12466,1,10555,20342848,2201180,personal finance,5,11,What is it?
12465,1,10555,22382652,6673682,politics,2,62,Is it verifiable?
12464,1,10555,19580596,2910911,medicine,4,45,How does it look like?
12463,1,9651,19843128,2214999,entertainment,4,11,What is it?
12463,1,9651,19843128,2214999,entertainment,4,62,Is it verifiable?
12463,1,9651,19843128,2214999,entertainment,4,63,Is it verifiable?
12462,1,10555,17172534,2198685,personal finance,4,45,How does it look like?
12462,1,10555,17172534,2198685,personal finance,4,21,Is it of commercial character?
12483,0,?,24518167,5325978,#N/A,,51,
12483,0,?,24518167,5325978,#N/A,,52,
12482,1,10555,7926300,2214285,entertainment,5,11,What is it?
12482,1,10555,7926300,2214285,entertainment,5,53,How does it look like?
12481,1,10555,22893045,2547269,healthy life-style,4,11,What is it?
12481,1,10555,22893045,2547269,healthy life-style,4,45,How does it look like?
12481,1,10555,22893045,2547269,healthy life-style,4,53,How does it look like?
12481,1,10555,22893045,2547269,healthy life-style,4,23,Is it of commercial character?
12480,1,10241,23861305,855741,politics,5,11,What is it?
12479,0,10555,6344697,6429759,medicine,4,,
12478,1,5004,22220743,2213417,entertainment,5,21,Is it of commercial character?
12478,1,5004,22220743,2213417,entertainment,5,34,Who is the author or publisher?
12477,1,6540,6721420,855741,politics,5,61,Is it verifiable?
12477,1,6540,6721420,855741,politics,5,63,Is it verifiable?
12477,1,6540,6721420,855741,politics,5,45,How does it look like?
12476,1,10555,6344569,6429759,medicine,4,45,How does it look like?
12476,1,10555,6344569,6429759,medicine,4,53,How does it look like?
12475,1,10555,6344530,6429757,medicine,5,11,What is it?
12475,1,10555,6344530,6429757,medicine,5,44,How does it look like?
12475,1,10555,6344530,6429757,medicine,5,23,Is it of commercial character?
12474,1,10555,6344491,6429757,medicine,5,45,How does it look like?
12474,1,10555,6344491,6429757,medicine,5,21,Is it of commercial character?
12473,1,10555,6344452,6429757,medicine,5,65,Is it verifiable?
12473,1,10555,6344452,6429757,medicine,5,34,Who is the author or publisher?
12494,0,?,24518179,5325978,#N/A,,21,
12493,0,9874,19417211,2546738,personal finance,4,44,
12493,0,9874,19417211,2546738,personal finance,4,45,
12493,0,9874,19417211,2546738,personal finance,4,23,
12492,0,10620,22546554,2200456,personal finance,4,65,
12492,0,10620,22546554,2200456,personal finance,4,43,
12492,0,10620,22546554,2200456,personal finance,4,44,
12492,0,10620,22546554,2200456,personal finance,4,51,
12491,0,9858,16001140,6703908,healthy life-style,4,45,
12491,0,9858,16001140,6703908,healthy life-style,4,53,
12490,0,10620,14248050,2224904,politics,4,0,
12490,0,10620,14248050,2224904,politics,4,23,
12489,0,5150,5163104,2201342,personal finance,5,63,
12489,0,5150,5163104,2201342,personal finance,5,64,
12488,0,10072,6277210,6430061,medicine,4,62,
12488,0,10072,6277210,6430061,medicine,4,44,
12488,0,10072,6277210,6430061,medicine,4,23,
12487,0,10072,13609049,6487888,personal finance,4,,
12486,0,10072,20793429,2201612,healthy life-style,4,61,
12486,0,10072,20793429,2201612,healthy life-style,4,53,
12485,0,10072,10954834,2569881,entertainment,2,44,
12485,0,10072,10954834,2569881,entertainment,2,23,
12484,0,10072,19417163,2546733,personal finance,4,65,
12484,0,10072,19417163,2546733,personal finance,4,45,
12484,0,10072,19417163,2546733,personal finance,4,51,
12484,0,10072,19417163,2546733,personal finance,4,23,
12527,0,?,24518164,5325978,#N/A,,51,
12526,1,10621,21694692,2547490,politics,3,62,Is it verifiable?
12526,1,10621,21694692,2547490,politics,3,31,Who is the author or publisher?
12526,1,10621,21694692,2547490,politics,3,32,Who is the author or publisher?
12525,1,10621,16009443,2547136,healthy life-style,4,62,Is it verifiable?
12525,1,10621,16009443,2547136,healthy life-style,4,33,Who is the author or publisher?
12525,1,10621,16009443,2547136,healthy life-style,4,34,Who is the author or publisher?
12524,0,10621,22505697,2225407,personal finance,4,,
12523,1,10621,16476384,2196362,medicine,5,61,Is it verifiable?
12523,1,10621,16476384,2196362,medicine,5,33,Who is the author or publisher?
12522,1,10621,20711644,2550095,entertainment,5,11,What is it?
12522,1,10621,20711644,2550095,entertainment,5,62,Is it verifiable?
12521,1,10621,24193242,2546771,personal finance,3,11,What is it?
12521,1,10621,24193242,2546771,personal finance,3,62,Is it verifiable?
12520,1,10621,24414423,2547325,healthy life-style,4,63,Is it verifiable?
12520,1,10621,24414423,2547325,healthy life-style,4,65,Is it verifiable?
12519,1,10621,8726742,6673126,politics,5,45,How does it look like?
12518,1,10621,5785801,2201178,personal finance,5,32,Who is the author or publisher?
12517,1,4556,5146823,2199441,personal finance,5,45,How does it look like?
12517,1,4556,5146823,2199441,personal finance,5,61,Is it verifiable?
12604,0,?,24518162,5325978,#N/A,,45,
12604,0,?,24518162,5325978,#N/A,,65,
12603,1,10362,21252781,2198507,personal finance,4,62,Is it verifiable?
12602,1,10622,23677609,6673347,politics,4,41,How does it look like?
12602,1,10622,23677609,6673347,politics,4,62,Is it verifiable?
12602,1,10622,23677609,6673347,politics,4,65,Is it verifiable?
12601,1,10622,20900520,2213685,entertainment,3,61,Is it verifiable?
12601,1,10622,20900520,2213685,entertainment,3,63,Is it verifiable?
12601,1,10622,20900520,2213685,entertainment,3,65,Is it verifiable?
12600,1,10622,10611366,2570034,entertainment,5,63,Is it verifiable?
12600,1,10622,10611366,2570034,entertainment,5,65,Is it verifiable?
12599,1,9816,20720291,2197166,medicine,5,42,How does it look like?
12599,1,9816,20720291,2197166,medicine,5,45,How does it look like?
12599,1,9816,20720291,2197166,medicine,5,65,Is it verifiable?
12598,1,10622,10736068,2200556,personal finance,4,63,Is it verifiable?
12598,1,10622,10736068,2200556,personal finance,4,65,Is it verifiable?
12597,1,10622,19802773,2231,medicine,5,0,N/A
12596,1,10622,10406509,6993898,politics,4,65,Is it verifiable?
12596,1,10622,10406509,6993898,politics,4,23,Is it of commercial character?
12595,0,10622,22891622,6704109,healthy life-style,3,,
12594,1,10622,19736335,2201756,healthy life-style,4,65,Is it verifiable?
12703,0,?,24518134,5325978,#N/A,,65,
12703,0,?,24518134,5325978,#N/A,,51,
12703,0,?,24518134,5325978,#N/A,,53,
12702,0,9557,11709634,2196458,medicine,4,63,
12702,0,9557,11709634,2196458,medicine,4,53,
12701,0,9533,23932095,2547391,politics,2,,
12700,0,10624,21466292,2215263,entertainment,4,11,
12700,0,10624,21466292,2215263,entertainment,4,65,
12700,0,10624,21466292,2215263,entertainment,4,51,
12699,0,10624,18820266,2207473,politics,4,65,
12699,0,10624,18820266,2207473,politics,4,44,
12699,0,10624,18820266,2207473,politics,4,21,
12699,0,10624,18820266,2207473,politics,4,51,
12698,0,9632,12545185,2547448,politics,3,11,
12698,0,9632,12545185,2547448,politics,3,63,
12698,0,9632,12545185,2547448,politics,3,45,
12697,0,10505,22203540,2207660,politics,5,11,
12697,0,10505,22203540,2207660,politics,5,64,
12697,0,10505,22203540,2207660,politics,5,65,
12697,0,10505,22203540,2207660,politics,5,51,
12696,0,4188,3828883,2201163,personal finance,4,65,
12696,0,4188,3828883,2201163,personal finance,4,45,
12696,0,4188,3828883,2201163,personal finance,4,21,
12695,0,10624,21385752,2201618,healthy life-style,5,65,
12694,0,10370,14707003,2215248,entertainment,4,11,
12694,0,10370,14707003,2215248,entertainment,4,45,
12694,0,10370,14707003,2215248,entertainment,4,53,
12693,0,10595,9676890,2215248,entertainment,4,65,
12693,0,10595,9676890,2215248,entertainment,4,44,
12693,0,10595,9676890,2215248,entertainment,4,22,
12693,0,10595,9676890,2215248,entertainment,4,51,
12736,0,?,24518152,5325978,#N/A,,41,
12735,1,8252,22867294,2196394,medicine,5,34,Who is the author or publisher?
12735,1,8252,22867294,2196394,medicine,5,63,Is it verifiable?
12734,1,9127,23072090,6703897,healthy life-style,5,51,How does it look like?
12734,1,9127,23072090,6703897,healthy life-style,5,63,Is it verifiable?
12734,1,9127,23072090,6703897,healthy life-style,5,65,Is it verifiable?
12733,1,9127,15576409,6531669,medicine,5,45,How does it look like?
12733,1,9127,15576409,6531669,medicine,5,23,Is it of commercial character?
12732,1,9127,22138198,2215401,entertainment,5,53,How does it look like?
12732,1,9127,22138198,2215401,entertainment,5,11,What is it?
12731,1,9127,14167376,853434,medicine,5,33,Who is the author or publisher?
12731,1,9127,14167376,853434,medicine,5,44,How does it look like?
12731,1,9127,14167376,853434,medicine,5,51,How does it look like?
12731,1,9127,14167376,853434,medicine,5,62,Is it verifiable?
12730,1,9127,23055694,2199452,personal finance,5,53,How does it look like?
12730,1,9127,23055694,2199452,personal finance,5,21,Is it of commercial character?
12729,1,9629,21376330,2201420,healthy life-style,5,42,How does it look like?
12728,0,9127,6303049,2470,medicine,5,,
12727,1,9127,24153404,2109,medicine,4,53,How does it look like?
12727,1,9127,24153404,2109,medicine,4,63,Is it verifiable?
12726,1,9127,11840734,6703902,healthy life-style,3,53,How does it look like?
13418,0,?,24518167,5325978,#N/A,,,
13417,1,9127,23905810,2201436,healthy life-style,4,0,N/A
13416,1,9127,15869457,6703773,healthy life-style,2,31,Who is the author or publisher?
13416,1,9127,15869457,6703773,healthy life-style,2,23,Is it of commercial character?
13415,1,9127,21505552,2546726,personal finance,3,22,Is it of commercial character?
13414,1,4623,14706191,2197692,medicine,5,62,Is it verifiable?
13413,1,9127,8537611,6704107,healthy life-style,2,44,How does it look like?
13413,1,9127,8537611,6704107,healthy life-style,2,11,What is it?
13412,1,9127,23807498,2547403,politics,5,34,Who is the author or publisher?
13411,1,7131,9725447,2199440,personal finance,5,34,Who is the author or publisher?
13411,1,7131,9725447,2199440,personal finance,5,42,How does it look like?
13410,1,9127,14657030,2547405,politics,5,33,Who is the author or publisher?
13409,1,9127,24421889,6673128,politics,5,31,Who is the author or publisher?
13409,1,9127,24421889,6673128,politics,5,42,How does it look like?
13409,1,9127,24421889,6673128,politics,5,63,Is it verifiable?
13408,1,9127,3917311,2215533,entertainment,4,42,How does it look like?
13408,1,9127,3917311,2215533,entertainment,4,44,How does it look like?
13408,1,9127,3917311,2215533,entertainment,4,51,How does it look like?
13408,1,9127,3917311,2215533,entertainment,4,53,How does it look like?
13638,0,?,24518161,5325978,#N/A,,34,
13638,0,?,24518161,5325978,#N/A,,45,
13637,1,9127,23821341,2199344,personal finance,4,0,N/A
13636,1,9127,24119465,2910838,healthy life-style,4,53,How does it look like?
13636,1,9127,24119465,2910838,healthy life-style,4,11,What is it?
13635,1,9127,23464104,2207740,politics,3,53,How does it look like?
13635,1,9127,23464104,2207740,politics,3,62,Is it verifiable?
13634,1,9127,14166183,2197153,medicine,3,31,Who is the author or publisher?
13634,1,9127,14166183,2197153,medicine,3,11,What is it?
13634,1,9127,14166183,2197153,medicine,3,62,Is it verifiable?
13633,1,9127,20121763,2213913,entertainment,4,11,What is it?
13632,0,9127,23734427,2547516,entertainment,5,,
13631,1,10618,7833748,2201672,healthy life-style,4,34,Who is the author or publisher?
13631,1,10618,7833748,2201672,healthy life-style,4,44,How does it look like?
13631,1,10618,7833748,2201672,healthy life-style,4,63,Is it verifiable?
13630,1,10081,4402200,2196848,medicine,3,43,How does it look like?
13630,1,10081,4402200,2196848,medicine,3,53,How does it look like?
13629,1,9575,11651216,2260,medicine,5,32,Who is the author or publisher?
13629,1,9575,11651216,2260,medicine,5,63,Is it verifiable?
13628,1,10140,21227661,2197894,medicine,5,42,How does it look like?
13792,0,?,24518158,5325978,#N/A,,44,
13791,1,9127,23513996,855234,personal finance,4,62,Is it verifiable?
13790,1,9127,17705866,2213134,entertainment,5,33,Who is the author or publisher?
13790,1,9127,17705866,2213134,entertainment,5,61,Is it verifiable?
13789,1,9869,16411528,6429907,medicine,5,53,How does it look like?
13788,0,9869,19860358,2910918,medicine,5,,
13787,1,9127,10578818,2201865,politics,5,65,Is it verifiable?
13786,1,9127,17184575,6993898,politics,4,32,Who is the author or publisher?
13786,1,9127,17184575,6993898,politics,4,45,How does it look like?
13785,1,9127,19114872,2201629,healthy life-style,5,0,N/A
13784,1,9127,13685149,6703803,healthy life-style,5,35,Who is the author or publisher?
13784,1,9127,13685149,6703803,healthy life-style,5,11,What is it?
13783,1,8003,20392080,2547309,healthy life-style,4,53,How does it look like?
13783,1,8003,20392080,2547309,healthy life-style,4,11,What is it?
13782,1,9127,21186613,2201492,healthy life-style,3,35,Who is the author or publisher?
13782,1,9127,21186613,2201492,healthy life-style,3,11,What is it?
13782,1,9127,21186613,2201492,healthy life-style,3,62,Is it verifiable?
14188,0,?,24518150,5325978,#N/A,,35,
14187,0,9127,17282803,2213432,entertainment,5,,
14186,1,10184,24213227,2394,healthy life-style,2,65,Is it verifiable?
14185,1,5038,15603426,2140,medicine,4,32,Who is the author or publisher?
14185,1,5038,15603426,2140,medicine,4,45,How does it look like?
14185,1,5038,15603426,2140,medicine,4,63,Is it verifiable?
14184,1,9127,13227743,2207843,politics,5,34,Who is the author or publisher?
14183,1,10057,24516315,2201770,healthy life-style,4,45,How does it look like?
14183,1,10057,24516315,2201770,healthy life-style,4,51,How does it look like?
14182,1,4432,4019918,2200137,personal finance,5,34,Who is the author or publisher?
14182,1,4432,4019918,2200137,personal finance,5,53,How does it look like?
14181,1,9127,11490994,6673676,politics,4,32,Who is the author or publisher?
14181,1,9127,11490994,6673676,politics,4,53,How does it look like?
14180,1,9127,6362784,6429922,medicine,5,34,Who is the author or publisher?
14180,1,9127,6362784,6429922,medicine,5,45,How does it look like?
14179,1,6644,6895228,2207369,politics,4,62,Is it verifiable?
14178,1,9127,3781810,2201895,politics,5,53,How does it look like?
12835,0,?,24518169,5325978,#N/A,,53,
12834,1,10225,23842822,2546741,personal finance,4,62,Is it verifiable?
12834,1,10225,23842822,2546741,personal finance,4,34,Who is the author or publisher?
12834,1,10225,23842822,2546741,personal finance,4,23,Is it of commercial character?
12833,1,10022,24326106,2547103,personal finance,2,64,Is it verifiable?
12833,1,10022,24326106,2547103,personal finance,2,31,Who is the author or publisher?
12833,1,10022,24326106,2547103,personal finance,2,32,Who is the author or publisher?
12833,1,10022,24326106,2547103,personal finance,2,33,Who is the author or publisher?
12832,1,10022,6467513,6487983,personal finance,4,61,Is it verifiable?
12832,1,10022,6467513,6487983,personal finance,4,63,Is it verifiable?
12832,1,10022,6467513,6487983,personal finance,4,23,Is it of commercial character?
12831,1,10140,21262258,2213305,entertainment,4,53,How does it look like?
12831,1,10140,21262258,2213305,entertainment,4,11,What is it?
12830,1,10022,6901679,2547253,healthy life-style,3,62,Is it verifiable?
12830,1,10022,6901679,2547253,healthy life-style,3,22,Is it of commercial character?
12829,0,10556,4214700,2197438,medicine,4,,
12828,1,10022,5828512,2201352,personal finance,5,53,How does it look like?
12828,1,10022,5828512,2201352,personal finance,5,21,Is it of commercial character?
12827,1,10022,12258628,2198842,personal finance,4,53,How does it look like?
12827,1,10022,12258628,2198842,personal finance,4,62,Is it verifiable?
12826,1,10022,8449944,6703982,healthy life-style,4,11,What is it?
12826,1,10022,8449944,6703982,healthy life-style,4,62,Is it verifiable?
12825,1,10022,22265153,6429697,medicine,4,44,How does it look like?
12825,1,10022,22265153,6429697,medicine,4,51,How does it look like?
12825,1,10022,22265153,6429697,medicine,4,53,How does it look like?
13198,0,?,24518153,5325978,#N/A,,41,
13197,1,9600,21499042,2547510,entertainment,3,11,What is it?
13197,1,9600,21499042,2547510,entertainment,3,23,Is it of commercial character?
13196,1,4916,4238471,2197209,medicine,5,53,How does it look like?
13196,1,4916,4238471,2197209,medicine,5,32,Who is the author or publisher?
13195,1,10022,16229952,6704046,healthy life-style,4,53,How does it look like?
13195,1,10022,16229952,6704046,healthy life-style,4,62,Is it verifiable?
13194,1,10022,22136361,6704046,healthy life-style,4,34,Who is the author or publisher?
13194,1,10022,22136361,6704046,healthy life-style,4,22,Is it of commercial character?
13193,1,10022,5809605,2546753,personal finance,4,53,How does it look like?
13193,1,10022,5809605,2546753,personal finance,4,65,Is it verifiable?
13192,1,10022,22963507,2546753,personal finance,4,64,Is it verifiable?
13192,1,10022,22963507,2546753,personal finance,4,34,Who is the author or publisher?
13191,0,10175,24159527,2198835,personal finance,5,,
13190,1,10072,21683051,2197209,medicine,5,42,How does it look like?
13190,1,10072,21683051,2197209,medicine,5,53,How does it look like?
13189,1,10022,12862572,6704046,healthy life-style,4,53,How does it look like?
13189,1,10022,12862572,6704046,healthy life-style,4,62,Is it verifiable?
13189,1,10022,12862572,6704046,healthy life-style,4,21,Is it of commercial character?
13188,1,8003,10347604,2198835,personal finance,5,53,How does it look like?
13188,1,8003,10347604,2198835,personal finance,5,31,Who is the author or publisher?
13188,1,8003,10347604,2198835,personal finance,5,34,Who is the author or publisher?
13188,1,8003,10347604,2198835,personal finance,5,21,Is it of commercial character?
13693,0,?,24518179,5325978,#N/A,,65,
13692,1,10022,16476532,2213054,entertainment,5,52,How does it look like?
13692,1,10022,16476532,2213054,entertainment,5,34,Who is the author or publisher?
13692,1,10022,16476532,2213054,entertainment,5,23,Is it of commercial character?
13691,1,4432,4041075,2569672,entertainment,5,53,How does it look like?
13691,1,4432,4041075,2569672,entertainment,5,34,Who is the author or publisher?
13690,1,4845,4240074,2196478,medicine,3,63,Is it verifiable?
13690,1,4845,4240074,2196478,medicine,3,31,Who is the author or publisher?
13690,1,4845,4240074,2196478,medicine,3,34,Who is the author or publisher?
13689,1,10022,11495784,2207833,politics,5,45,How does it look like?
13689,1,10022,11495784,2207833,politics,5,33,Who is the author or publisher?
13688,1,9024,20392292,2547311,healthy life-style,4,53,How does it look like?
13688,1,9024,20392292,2547311,healthy life-style,4,34,Who is the author or publisher?
13687,1,10022,12716385,2213180,entertainment,5,53,How does it look like?
13687,1,10022,12716385,2213180,entertainment,5,34,Who is the author or publisher?
13686,1,10022,3918176,2214982,entertainment,4,41,How does it look like?
13686,1,10022,3918176,2214982,entertainment,4,51,How does it look like?
13686,1,10022,3918176,2214982,entertainment,4,11,What is it?
13686,1,10022,3918176,2214982,entertainment,4,35,Who is the author or publisher?
13685,1,10022,19818844,2201815,healthy life-style,4,53,How does it look like?
13685,1,10022,19818844,2201815,healthy life-style,4,63,Is it verifiable?
13684,0,9597,23622031,2546533,medicine,5,,
13683,1,10022,17156444,855266,personal finance,5,62,Is it verifiable?
13683,1,10022,17156444,855266,personal finance,5,32,Who is the author or publisher?
13825,0,?,24518149,5325978,#N/A,,34,
13824,1,10022,24128572,2213782,entertainment,4,42,How does it look like?
13824,1,10022,24128572,2213782,entertainment,4,53,How does it look like?
13824,1,10022,24128572,2213782,entertainment,4,63,Is it verifiable?
13824,1,10022,24128572,2213782,entertainment,4,34,Who is the author or publisher?
13823,1,10022,11308084,2547119,healthy life-style,4,51,How does it look like?
13823,1,10022,11308084,2547119,healthy life-style,4,52,How does it look like?
13823,1,10022,11308084,2547119,healthy life-style,4,62,Is it verifiable?
13822,0,9725,20712495,2196449,medicine,5,,
13821,1,10022,19094705,6487859,personal finance,4,44,How does it look like?
13821,1,10022,19094705,6487859,personal finance,4,32,Who is the author or publisher?
13820,1,10022,5925922,6429775,medicine,3,31,Who is the author or publisher?
13819,1,9568,22047776,2201622,healthy life-style,5,34,Who is the author or publisher?
13818,1,10022,23841814,6900411,entertainment,4,22,Is it of commercial character?
13817,1,10022,22318095,6487896,personal finance,4,34,Who is the author or publisher?
13816,1,10022,19917806,2198689,personal finance,4,53,How does it look like?
13816,1,10022,19917806,2198689,personal finance,4,62,Is it verifiable?
13816,1,10022,19917806,2198689,personal finance,4,32,Who is the author or publisher?
13815,1,10022,6982636,2909879,healthy life-style,3,53,How does it look like?
13815,1,10022,6982636,2909879,healthy life-style,3,62,Is it verifiable?
13044,0,?,24518177,5325978,#N/A,,64,
13043,1,10629,21650712,2200015,personal finance,4,31,Who is the author or publisher?
13043,1,10629,21650712,2200015,personal finance,4,34,Who is the author or publisher?
13042,1,5560,24496387,2197207,medicine,5,31,Who is the author or publisher?
13042,1,5560,24496387,2197207,medicine,5,42,How does it look like?
13042,1,5560,24496387,2197207,medicine,5,45,How does it look like?
13041,1,10629,13507749,2207350,politics,4,41,How does it look like?
13041,1,10629,13507749,2207350,politics,4,42,How does it look like?
13041,1,10629,13507749,2207350,politics,4,62,Is it verifiable?
13040,1,10629,10205670,2207480,politics,4,32,Who is the author or publisher?
13040,1,10629,10205670,2207480,politics,4,63,Is it verifiable?
13039,1,7093,10885321,2213169,entertainment,3,21,Is it of commercial character?
13039,1,7093,10885321,2213169,entertainment,3,43,How does it look like?
13039,1,7093,10885321,2213169,entertainment,3,64,Is it verifiable?
13039,1,7093,10885321,2213169,entertainment,3,53,How does it look like?
13038,1,10629,6895637,2207538,politics,3,42,How does it look like?
13038,1,10629,6895637,2207538,politics,3,61,Is it verifiable?
13038,1,10629,6895637,2207538,politics,3,53,How does it look like?
13037,1,10629,19879940,855372,personal finance,5,53,How does it look like?
13036,1,9479,22943589,2910599,healthy life-style,4,32,Who is the author or publisher?
13036,1,9479,22943589,2910599,healthy life-style,4,34,Who is the author or publisher?
13035,1,9858,16725779,2197374,medicine,5,32,Who is the author or publisher?
13034,0,10629,19543823,2207480,politics,4,,
13055,0,?,24518135,5325978,#N/A,,11,
13054,1,5124,18756795,2207612,politics,5,21,Is it of commercial character?
13053,1,5511,12992221,2215231,entertainment,4,51,How does it look like?
13053,1,5511,12992221,2215231,entertainment,4,63,Is it verifiable?
13052,0,9712,17590727,2546696,personal finance,5,,
13051,1,9597,23771531,2215231,entertainment,4,11,What is it?
13050,1,7093,10885321,2213169,entertainment,3,23,Is it of commercial character?
13050,1,7093,10885321,2213169,entertainment,3,33,Who is the author or publisher?
13050,1,7093,10885321,2213169,entertainment,3,65,Is it verifiable?
13049,1,10629,6895637,2207538,politics,3,11,What is it?
13048,1,10629,19879940,855372,personal finance,5,11,What is it?
13047,1,9479,22943589,2910599,healthy life-style,4,32,Who is the author or publisher?
13047,1,9479,22943589,2910599,healthy life-style,4,33,Who is the author or publisher?
13046,1,9858,16725779,2197374,medicine,5,33,Who is the author or publisher?
13045,1,10629,19543823,2207480,politics,4,11,What is it?
13045,1,10629,19543823,2207480,politics,4,62,Is it verifiable?
13330,0,?,24518180,5325978,#N/A,,0,
13329,0,9971,19462141,2196425,medicine,4,61,
13329,0,9971,19462141,2196425,medicine,4,63,
13328,0,7263,23074574,6430050,medicine,5,51,
13327,0,9971,18009712,2484,medicine,4,42,
13326,0,9971,23064158,2484,medicine,4,53,
13326,0,9971,23064158,2484,medicine,4,62,
13325,0,9971,20444695,2546749,personal finance,4,,
13324,0,9971,14938843,6703838,healthy life-style,5,51,
13324,0,9971,14938843,6703838,healthy life-style,5,62,
13323,0,9971,21573894,6703838,healthy life-style,5,62,
13322,0,9971,23408324,6487908,personal finance,3,22,
13322,0,9971,23408324,6487908,personal finance,3,51,
13321,0,9971,23858328,2214906,entertainment,4,0,
13320,0,9971,22133948,6487908,personal finance,3,22,
13320,0,9971,22133948,6487908,personal finance,3,62,
14133,0,?,24518166,5325978,#N/A,,,
14132,1,9638,21713977,2198166,medicine,5,65,Is it verifiable?
14131,1,10639,21713976,2198162,medicine,4,11,What is it?
14130,1,10131,24310837,2213915,entertainment,4,61,Is it verifiable?
14129,1,10639,15545394,2546787,personal finance,5,61,Is it verifiable?
14128,1,10639,20673568,2547498,politics,4,0,N/A
14127,1,10639,19911697,2198842,personal finance,4,53,How does it look like?
14126,1,10639,21615627,2547200,healthy life-style,2,0,N/A
14125,1,10639,9098246,6900053,entertainment,2,64,Is it verifiable?
14124,1,10639,13161476,2215239,entertainment,5,11,What is it?
14124,1,10639,13161476,2215239,entertainment,5,62,Is it verifiable?
14123,1,10639,7656448,2213672,entertainment,5,0,N/A
14870,0,?,24518152,5325978,#N/A,,41,
14869,1,10639,6321774,6429511,medicine,4,53,How does it look like?
14869,1,10639,6321774,6429511,medicine,4,21,Is it of commercial character?
14868,1,4188,4109926,2196846,medicine,4,52,How does it look like?
14868,1,4188,4109926,2196846,medicine,4,53,How does it look like?
14867,1,10639,23254218,2207567,politics,4,0,N/A
14866,1,10639,12350128,2207502,politics,4,61,Is it verifiable?
14865,0,10639,16883068,2547111,healthy life-style,4,,
14864,1,10639,20249978,2207392,politics,4,11,What is it?
14863,1,10370,13275196,2207392,politics,4,62,Is it verifiable?
14862,1,10639,19044361,855345,personal finance,5,0,N/A
14861,1,10639,24072004,2546779,personal finance,5,0,N/A
14860,1,9824,24045086,2199440,personal finance,5,34,Who is the author or publisher?
14914,0,?,24518170,5325978,#N/A,,62,
14913,0,8763,10520224,2201164,personal finance,5,32,
14913,0,8763,10520224,2201164,personal finance,5,33,
14913,0,8763,10520224,2201164,personal finance,5,45,
14912,0,8763,5039775,855232,personal finance,5,33,
14912,0,8763,5039775,855232,personal finance,5,11,
14911,0,8763,4130461,2196385,medicine,4,45,
14911,0,8763,4130461,2196385,medicine,4,62,
14910,0,8763,22595226,2910053,healthy life-style,2,,
14909,0,8763,23651993,2201822,healthy life-style,4,0,
14908,0,10562,12781206,6487875,personal finance,4,45,
14908,0,10562,12781206,6487875,personal finance,4,11,
14907,0,10556,4900499,2225284,personal finance,5,44,
14907,0,10556,4900499,2225284,personal finance,5,65,
